"division_numeric_code","start_date","end_date","is_in_union","age_range","data_series_type","group_type_relative_to_baseline","contraceptive_use_modern","contraceptive_use_traditional","contraceptive_use_any","unmet_need_any","geographical_region_bias_reason","has_non_pregnant_and_other_positive_biases","age_group_bias","modern_method_bias","has_absence_of_probing_questions_bias","se_modern","se_traditional","se_unmet_need","se_log_r_modern_no_use","se_log_r_traditional_no_use","se_log_r_unmet_no_need","source_id"
800,2021.665753,2021.912329,"Y","15-49","PMA","MW",0.427,0.075,0.502,0.15,"","N","None","None","N",NA,NA,NA,NA,NA,NA,9158
804,1999.413699,1999.830137,"Y","15-49","Other","MW",0.376,0.299,0.675,0.175,"","N","?","None","N",NA,NA,NA,NA,NA,NA,684
804,2000.415301,2000.663934,"Y","15-49","MICS","MW",NA,NA,0.716,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,4448
804,2005.835616,2005.986301,"Y","15-49","MICS","MW",0.5840150885,0.0714870808,0.6555021693,NA,"","N","None","None","Y",0.013592364,0.006938296,NA,0.063020194,0.118071986,NA,1904
804,2007.49589,2007.912329,"Y","15-49","DHS","MW",0.4753613694,0.1911436762,0.6665050456,0.1010900704,"","N","None","None","N",0.012182721,0.009263516,0.006575136,0.052439046,0.064076482,0.077750984,170
804,2012.740437,2012.997268,"Y","15-49","MICS","MW",0.4763273087,0.1782613753,0.654588684,0.049,"","N","None","None","N",0.012786015,0.010117355,0.007428785,0.063342241,0.084859912,0.084407138,5040
784,1995,1995,"Y","15-49","Other","MW",0.236,0.039,0.275,NA,"Data pertain to nationals of the country.","N","None","None","N",NA,NA,NA,NA,NA,NA,12
826,1986,1986,"Y","15-49","National survey","MW",NA,NA,0.81,NA,"Excluding Northern Ireland.","N","None","None","Y",NA,NA,NA,NA,NA,NA,2765
826,1993,1993,"Y","15-49","National survey","MW",NA,NA,0.82,NA,"Excluding Northern Ireland.","N","None","None","Y",NA,NA,NA,NA,NA,NA,2835
826,1998,1998,"Y","15-49","National survey","MW",0.77,0.06,0.83,NA,"Excluding Northern Ireland.","N","None","None","Y",NA,NA,NA,NA,NA,NA,2885
826,1998,1999,"Y","15-49","National survey","MW",0.73,0.09,0.82,NA,"Excluding Northern Ireland.","N","None","None","Y",NA,NA,NA,NA,NA,NA,5188
826,1999,2000,"Y","15-49","National survey","MW",0.69,0.07,0.76,NA,"Excluding Northern Ireland.","N","None","None","Y",NA,NA,NA,NA,NA,NA,2891
826,1999.328767,2001.084932,"Y","15-49","National survey","MW",0.8,0.0749,0.877,NA,"Excluding Northern Ireland.","N","?","None","Y",NA,NA,NA,NA,NA,NA,9026
826,2000.415301,2001.243836,"Y","15-49","National survey","MW",0.75,0.05,0.8,NA,"Excluding Northern Ireland.","N","None","None","Y",NA,NA,NA,NA,NA,NA,2905
826,2001.413699,2002.243836,"Y","15-49","National survey","MW",0.77,0.06,0.83,NA,"Excluding Northern Ireland.","N","None","None","Y",NA,NA,NA,NA,NA,NA,2914
826,2002,2003,"Y","15-49","National survey","MW",0.79,0.05,0.84,NA,"Excluding Northern Ireland.","N","None","None","Y",NA,NA,NA,NA,NA,NA,2927
826,2002,2003,"Y","15-49","National survey","MW",0.73,0.07,0.8,NA,"Excluding Northern Ireland.","N","None","None","Y",NA,NA,NA,NA,NA,NA,6031
826,2003,2004,"Y","15-49","National survey","MW",0.78,0.06,0.84,NA,"Excluding Northern Ireland.","N","None","None","Y",NA,NA,NA,NA,NA,NA,2933
826,2004,2005,"Y","15-49","National survey","MW",0.76,0.06,0.82,NA,"Excluding Northern Ireland.","N","None","None","Y",NA,NA,NA,NA,NA,NA,2938
826,2005,2006,"Y","15-49","National survey","MW",0.74,0.08,0.82,NA,"Excluding Northern Ireland.","N","None","None","Y",NA,NA,NA,NA,NA,NA,2944
826,2008,2008,"Y","15-49","National survey","MW",0.76,0.08,0.84,NA,"Excluding Northern Ireland.","N","None","None","Y",NA,NA,NA,NA,NA,NA,4853
826,2010.665753,2012.581967,"Y","15-49","National survey","MW",0.711,0.05,0.761,0.0812,"Excluding Northern Ireland.","N","None","None","Y",NA,NA,NA,NA,NA,NA,9027
834,1991.747945,1992.245902,"Y","15-49","DHS","MW",0.065563573,0.03870612578,0.1042696988,0.2776928008,"","N","None","None","N",0.006380176,0.003700143,0.007644975,0.104392289,0.099765327,0.042866042,1678
834,1994.49589,1994.745205,"Y","15-49","National survey","MW",0.131,0.074,0.204,0.273,"","N","None","None","N",NA,NA,NA,NA,NA,NA,1677
834,1996.497268,1996.912568,"Y","15-49","DHS","MW",0.1330816692,0.05117921779,0.184260887,0.2621786078,"","N","None","None","N",0.007712036,0.003854219,0.006820447,0.067940591,0.081328234,0.037080547,1679
834,1999.665753,1999.912329,"Y","15-49","DHS","MW",0.1871734003,0.06648068831,0.2536540886,0.2257395856,"","N","None","None","N",0.01637403,0.007719551,0.011210818,0.107690045,0.123656039,0.071600462,831
834,2003.915068,2004.245902,"Y","15-49","National survey","MW",0.234,0.048,0.282,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2939
834,2004.748634,2005.158904,"Y","15-49","DHS","MW",0.1998358467,0.06378475701,0.2636206037,0.2426478253,"","N","None","None","N",0.010234947,0.005859975,0.007679115,0.065310692,0.100287051,0.043592625,1838
834,2009.915068,2010.410959,"Y","15-49","DHS","MW",0.2737402073,0.06977462093,0.3435148282,0.2232211024,"","N","None","None","N",0.009538144,0.004931533,0.007876928,0.049714552,0.079092539,0.048544633,4697
834,2015.580822,2016.161202,"Y","15-49","DHS","MW",0.3198394171,0.06375525466,0.3835946718,0.2211772542,"","N","None","None","N",0.008688136,0.003760989,0.00636331,0.041469627,0.066057238,0.036826038,5957
840,1955,1955,"Y","15-49","National survey","MW",0.373,0.214,0.588,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,5191
840,1965,1965,"Y","15-49","National survey","MW",0.491,0.174,0.665,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,5192
840,1970,1970,"Y","15-49","National survey","MW",0.568,0.108,0.676,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,5193
840,1973,1973,"Y","15-49","National survey","MW",0.635,0.062,0.696,NA,"","N","?","None","Y",NA,NA,NA,NA,NA,NA,5194
840,1975,1975,"Y","15-49","National survey","MW",0.732,0.058,0.79,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,5195
840,1976,1976.745902,"Y","15-49","National survey","MW",0.605,0.071,0.677,NA,"","N","?","None","Y",NA,NA,NA,NA,NA,NA,5196
840,1982,1982,"Y","15-49","National survey","MW",NA,NA,0.697,NA,"","N","?","None","Y",NA,NA,NA,NA,NA,NA,2733
840,1988,1988,"Y","15-49","National survey","MW",NA,NA,0.743,0.04,"","N","?","None","Y",NA,NA,NA,NA,NA,NA,2792
840,1990,1990,"Y","15-49","National survey","MW",NA,NA,0.707,0.06,"","N","?","None","N",NA,NA,NA,NA,NA,NA,2801
840,1995,1995,"Y","15-49","National survey","MW",NA,NA,0.764,NA,"","N","?","None","Y",NA,NA,NA,NA,NA,NA,2861
840,2002,2002,"Y","15-49","National survey","MW",0.6443427147,0.084,0.7283427147,0.063,"","N","?","None","Y",NA,NA,NA,NA,NA,NA,2928
840,2006,2008,"Y","15-49","National survey","MW",NA,NA,0.7710783693,0.058,"","N","?","None","Y",NA,NA,NA,NA,NA,NA,5198
840,2006.413699,2010.493151,"Y","15-49","National survey","MW",NA,NA,0.7642242042,0.08,"","N","?","None","Y",NA,NA,NA,NA,NA,NA,5454
840,2013,2015,"Y","15-49","National survey","MW",0.6310395558,0.09596319445,0.7270027503,0.09,"","N","?","None","Y",NA,NA,NA,NA,NA,NA,7419
840,2015,2017,"Y","15-49","National survey","MW",0.6771881122,0.08218369842,0.7593718106,NA,"","N","?","None","Y",NA,NA,NA,NA,NA,NA,7671
840,2017,2019,"Y","15-49","National survey","MW",0.661,0.078,0.739,0.072,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,9028
858,1986,1986,"Y","15-49","National survey","MW",0.724,0.107,0.83,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2766
858,2004,2004,"Y","15-49","National survey","HW",0.748,0.022,0.77,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2940
860,1996.415301,1996.830601,"Y","15-49","DHS","MW",0.5131106004,0.04286296429,0.5559735647,0.1366572469,"","N","None","None","N",0.014330418,0.004635123,0.008448129,0.057447631,0.111646704,0.074818503,1781
860,2000.560109,2000.704918,"Y","15-49","MICS","MW",0.6363278946,0.0359740515,0.6723019461,NA,"","N","None","None","N",0.008891495,0.002961491,NA,0.039911902,0.088837937,NA,1917
860,2002.665753,2002.99726,"Y","15-49","National survey","MW",0.628,0.049,0.677,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,1809
860,2006.161644,2006.367123,"Y","15-49","MICS","MW",0.6169171209,0.0323335191,0.64925064,NA,"","N","None","None","Y",0.007450807,0.002706774,NA,0.033666437,0.092392479,NA,721
548,1983,1984,"Y","15-49","National survey","MW",0.208,0.036,0.244,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,3236
548,2007.832877,2007.967123,"Y","15-49","MICS","MW",0.369669551,0.01461380277,0.3842833538,NA,"","N","None","None","Y",0.014916088,0.003467656,NA,0.064216755,0.240540991,NA,2476
548,2013,2013,"Y","15-49","National survey","MW",0.371,0.119,0.49,0.242,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5450
862,1977,1977,"Y","15-49","Other","MW",0.38,0.12,0.5,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,731
862,1993,1993,"Y","15-49","National survey","MW",0.545,0.035,0.58,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,3355
862,1998,1998,"Y","15-49","National survey","MW",0.617,0.086,0.703,0.189,"","N","None","None","N",NA,NA,NA,NA,NA,NA,738
862,2010,2010,"Y","15-49","National survey","MW",NA,NA,0.7499124749,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5562
704,1988.330601,1988.494536,"Y","15-49","National survey","MW",0.3769,0.1543,0.5318,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,709
704,1994.246575,1994.578082,"Y","15-49","National survey","MW",0.438,0.212,0.65,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,700
704,1997.49589,1997.830137,"Y","15-49","DHS","MW",0.5578383376,0.1952087562,0.7530470938,0.08377340126,"","N","None","None","N",0.012662217,0.01015524,0.005659823,0.059666209,0.075154908,0.073338175,1821
704,1998,1998,"Y","15-49","National survey","MW",0.579,0.14,0.719,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5199
704,2000.248634,2000.248634,"Y","15-49","National survey","MW",0.611,0.116,0.727,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,1750
704,2000,2000,"Y","15-49","MICS","MW",0.5622127778,0.1793198709,0.7415326487,NA,"","N","None","None","Y",0.021493169,0.012964403,NA,0.121884374,0.141961869,NA,1926
704,2001.246575,2001.246575,"Y","15-49","National survey","MW",0.611,0.128,0.739,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,1749
704,2002.747945,2002.99726,"Y","15-49","DHS","MW",0.5668040376,0.2184289425,0.7852329801,0.0663148041,"","N","None","None","N",0.011971132,0.010786146,0.004954627,0.052871126,0.070170232,0.08558715,1743
704,2002.246575,2002.246575,"Y","15-49","National survey","MW",0.647,0.121,0.768,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,1747
704,2003.246575,2003.246575,"Y","15-49","National survey","MW",0.633,0.117,0.75,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,1744
704,2004.248634,2004.248634,"Y","15-49","National survey","MW",0.646,0.111,0.757,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,1745
704,2005.246575,2005.246575,"Y","15-49","National survey","MW",0.658,0.111,0.769,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,1748
704,2006.246575,2006.246575,"Y","15-49","National survey","MW",0.671,0.109,0.78,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,1746
704,2006.654795,2006.786301,"Y","15-49","MICS","MW",0.608383657,0.1489174184,0.7573010753,NA,"","N","None","None","Y",0.009670065,0.007471086,NA,0.04772793,0.06927545,NA,1929
704,2006,2006,"Y","15-49","Other","MW",0.684,0.134,0.818,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5546
704,2007.246575,2007.246575,"Y","15-49","National survey","MW",0.6817384696,0.1079576115,0.7901832809,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,4567
704,2008.248634,2008.286885,"Y","15-49","National survey","MW",0.687315163,0.1068700869,0.7942789561,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,4568
704,2010.909589,2011.068493,"Y","15-49","MICS","MW",0.600761923,0.1769877631,0.7777496861,0.043,"","N","None","None","Y",0.007476024,0.005879916,0.003670397,0.034161251,0.044333335,0.065998612,5043
704,2010.246575,2010.246575,"Y","15-49","National survey","MW",0.6750156314,0.1045689834,0.7800379539,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,5257
704,2011.246575,2011.29863,"Y","15-49","National survey","MW",0.6859213482,0.09604122799,0.7820884232,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,5576
704,2012.497268,2012.300546,"Y","15-49","National survey","MW",0.6657310573,0.09619904656,0.7620935556,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,5752
704,2013.915068,2014.243836,"Y","15-49","MICS","MW",0.5684001718,0.1887916673,0.7571918391,0.06105269534,"","N","None","None","Y",0.006985244,0.005988664,0.003233532,0.032513989,0.04500646,0.064261548,5580
704,2013,2013,"Y","15-49","National survey","MW",0.6701570394,0.1016309554,0.7719838055,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,5725
704,2015,2015,"Y","15-49","National survey","MW",0.6497822299,0.1069274522,0.756846235,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,6024
704,2016,2016,"Y","15-49","National survey","MW",0.665,0.111,0.776,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,7637
704,2017.246575,2017.30137,"Y","15-49","National survey","MW",0.6559490687,0.1080091436,0.764,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,9029
704,2018.328767,2018.383562,"Y","15-49","National survey","MW",0.6651844151,0.0996668566,0.7648513943,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,9030
704,2020.879781,2021.090411,"Y","15-49","MICS","MW",0.598,0.13,0.728,0.101,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,7889
887,1979,1979,"Y","15-49","Other","MW",0.016,0.001,0.017,NA,"Data pertain to the Yemen Arab Republic.","Y","?","None","N",NA,NA,NA,NA,NA,NA,4889
887,1991.832877,1992.081967,"Y","15-49","DHS","MW",0.06076831951,0.0358950339,0.09666335341,0.3807707775,"","N","None","None","N",0.005548013,0.003963939,0.008624039,0.098629493,0.116508785,0.036175267,1703
887,1997.747945,1997.99726,"Y","15-49","DHS","MW",0.098,0.108,0.208,0.386,"","N","None","None","N",NA,NA,NA,NA,NA,NA,1702
887,2002.950685,2003.013699,"Y","15-49","Other","MW",0.134,0.097,0.231,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,740
887,2006.665753,2006.745205,"Y","15-49","MICS","MW",0.1956901519,0.08083894525,0.2765290972,0.236,"","N","None","None","Y",0.011491602,0.005758481,NA,0.07445745,0.079638883,NA,2623
887,2013.665753,2013.912329,"Y","15-49","DHS","MW",0.2521164497,0.08274400702,0.3348604567,0.2872064162,"","N","None","None","N",0.006336408,0.003343044,0.005547458,0.03433837,0.045130008,0.027338035,5615
894,1992,1992.412568,"Y","15-49","DHS","MW",0.08892859256,0.06154756327,0.1504761558,0.3002585046,"","N","None","None","N",0.006131607,0.005023473,0.008668231,0.076692203,0.088186815,0.041256507,1947
894,1996.497268,1997.082192,"Y","15-49","DHS","MW",0.1437290529,0.1150805333,0.2588095862,0.2520708738,"","N","None","None","N",0.006740119,0.006056887,0.007233522,0.055573918,0.060358938,0.041747954,1699
894,1999.747945,1999.830137,"Y","15-49","MICS","MW",NA,NA,0.2214169929,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,2892
894,2001.832877,2002.410959,"Y","15-49","DHS","MW",0.2532816046,0.08874243536,0.34202404,0.2753584775,"","N","None","None","N",0.010173784,0.005150153,0.007508338,0.053706128,0.062782338,0.040956426,1696
894,2007.246575,2007.830137,"Y","15-49","DHS","MW",0.3266594325,0.08097126281,0.4076306953,0.2659385902,"","N","None","None","N",0.00845535,0.005728005,0.007496636,0.039787551,0.079408572,0.042280822,645
894,2013.580822,2014.326027,"Y","15-49","DHS","MW",0.4463910746,0.04377524163,0.4901663163,0.2114808212,"","N","None","None","N",0.007610148,0.003306327,0.005462318,0.030795437,0.079144458,0.034227654,5659
894,2018.49589,2019.082192,"Y","15-49","DHS","MW",0.4714985231,0.02456259014,0.4960611132,0.1966794113,"","N","None","None","N",0.007735715,0.002245759,0.006155356,0.031441684,0.094952306,0.041338348,7633
716,1984.538251,1984.786885,"Y","15-49","Other","MW",0.266,0.118,0.384,0.141,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2027
716,1988.666667,1989.082192,"Y","15-49","DHS","MW",0.3613318199,0.06961785849,0.4309496784,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,1697
716,1994.49589,1994.912329,"Y","15-49","DHS","MW",0.421581806,0.05964226732,0.4812240733,0.1906716729,"","N","None","None","N",0.010150795,0.005204982,0.006880269,0.042307368,0.094410422,0.052771373,1701
716,1999.665753,1999.99726,"Y","15-49","DHS","MW",0.5035271876,0.03189899476,0.5354261824,0.16740496,"","N","None","None","N",0.011447794,0.004047243,0.007305562,0.044641924,0.127827868,0.059539279,1700
716,2005.580822,2006.158904,"Y","15-49","DHS","MW",0.5843519089,0.01802476979,0.6023766787,0.1548109347,"","N","None","None","N",0.011269621,0.002027918,0.008865093,0.04764325,0.119572691,0.066947654,1698
716,2009.29863,2009.408219,"Y","15-49","MICS","MW",0.6394894334,0.01000169698,0.6494911304,NA,"","N","None","None","Y",0.006976627,0.00151821,NA,0.030588091,0.154958022,NA,5044
716,2010.665753,2011.243836,"Y","15-49","DHS","MW",0.5725861354,0.01273682474,0.5853229601,0.1456919452,"","N","None","None","N",0.008949919,0.001859847,0.005411895,0.036608363,0.147840937,0.045370061,5073
716,2014.123288,2014.284932,"Y","15-49","MICS","MW",0.664610037,0.00509542313,0.6697054601,0.1038212858,"","N","None","None","Y",0.005921196,0.000816693,0.003685242,0.026590011,0.161009315,0.044248224,5585
716,2015.49589,2015.99726,"Y","15-49","DHS","MW",0.6577097081,0.0099034559,0.667613164,0.1040634625,"","N","None","None","N",0.009277745,0.001409372,0.005409692,0.040873831,0.140231404,0.06275509,5798
4,1972,1974.99726,"Y","15-49","National survey","EM",0.016,NA,0.016,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,160
4,2018.161644,2018.912329,"Y","15-49","National survey","EM",NA,NA,0.189,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,7734
660,2003,2003,"Y","15-49","National survey","AL",NA,NA,0.43,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,3293
32,2001,2001,"Y","15-49","National survey","SA",NA,NA,0.653,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2906
32,2004,2005,"Y","15-49","National survey","SA",0.699,0.09,0.789,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5404
32,2011.665753,2012.081967,"Y","15-49","MICS","AL",0.5345983468,0.01979383052,0.5543921773,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,4985
36,1995,1995,"Y","15-49","National survey","AL",0.637652,0.029348,0.667,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,2847
36,2001,2002,"Y","15-49","National survey","AL",NA,NA,0.708,NA,"","Y","-","None","Y",NA,NA,NA,NA,NA,NA,2917
40,2012.352459,2012.377049,"Y","15-49","National survey","AL",NA,NA,0.81,NA,"","Y","None","None","Y",NA,NA,NA,NA,NA,NA,7721
40,2015.052055,2015.09863,"Y","15-49","National survey","AL",NA,NA,0.71,NA,"","Y","None","None","Y",NA,NA,NA,NA,NA,NA,7722
40,2019.087671,2019.131507,"Y","15-49","National survey","AL",NA,NA,0.79,NA,"","Y","None","None","Y",NA,NA,NA,NA,NA,NA,7723
56,1997,1997,"Y","15-49","National survey","SA",0.556,0.008,0.564,NA,"","N","-","None","N",NA,NA,NA,NA,NA,NA,4958
56,2001,2001,"Y","15-49","National survey","AL",0.5810951123,0.01158124174,0.592676354,NA,"","N","-","None","N",NA,NA,NA,NA,NA,NA,4957
56,2004,2004,"Y","15-49","National survey","AL",0.593,0.012,0.605,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,4959
84,2006.084932,2006.243836,"Y","15-49","MICS","AL",0.3142501738,0.02904621668,0.3432963904,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,2299
64,1994.328767,1994.493151,"Y","15-49","National survey","AL",0.188,NA,0.188,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,39
64,2007.186301,2007.347945,"Y","15-49","National survey","AL",0.354,NA,NA,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,4464
68,1983,1983,"Y","15-49","Other","EM",0.099,0.137,0.236,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2709
70,1970,1970,"Y","15-49","National survey","AL",0.031,0.398,0.429,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,2676
76,2019.49589,2019.578082,"Y","15-49","National survey","SA",0.794535,0.00966,0.805,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,9106
124,2002,2002,"Y","15-49","Other","SA",NA,NA,0.74,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,2920
124,2006,2006,"Y","15-49","Other","SA",NA,NA,0.85,NA,"","N","None","+","N",NA,NA,NA,NA,NA,NA,5982
152,2001,2001,"Y","15-49","National survey","AL",0.5820575433,0.02349257589,0.6065501192,NA,"","N","?","None","Y",NA,NA,NA,NA,NA,NA,2911
156,1982.493151,1982,"Y","15-49","National survey","EM",0.667,0.028,0.695,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,717
156,1988.497268,1988.535519,"Y","15-49","National survey","EM",0.699,0.012,0.711,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,140
156,1992.666667,1992.830601,"Y","15-49","National survey","EM",0.837,0.009,0.846,0.033,"","N","None","None","N",NA,NA,NA,NA,NA,NA,750
156,2015,2015,"Y","15-49","National survey","EM",0.8540693,0.0134649,0.8675342,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,9012
170,1978.808219,1978.958904,"Y","15-49","Other","AL",0.217,0.049,0.266,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,674
191,1970,1970,"Y","15-49","National survey","AL",0.07,0.51,0.58,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,3074
192,2006.161644,2006.493151,"Y","15-49","MICS","AL",0.7161162302,0.00983213768,0.7259483679,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,2338
203,1991,1991,"Y","15-49","National survey","SA",0.53,0.25,0.78,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,2806
208,1988,1988,"Y","15-49","Other","SA",0.89,0.03,0.92,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,2780
748,2002,2002,"Y","15-49","National survey","AL",0.386,0.015,0.401,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2926
246,1971,1971,"Y","15-49","National survey","EM",0.539,0.231,0.77,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,5093
246,1977.161644,1977.493151,"Y","15-49","Other","EM",0.772,0.028,0.8,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,5094
250,1971,1971,"Y","15-49","National survey","EM",0.209,0.431,0.64,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,5095
250,2000,2000,"Y","15-49","National survey","AL",0.7455,0.0365,0.782,NA,"","N","+","+","N",NA,NA,NA,NA,NA,NA,2897
276,2018.865753,2018.942466,"Y","15-49","National survey","SA",NA,NA,0.67,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,9017
288,1991,1992,"Y","15-49","Other","AL",0.072,0.033,0.105,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2016
288,1998,1999,"Y","15-49","Other","AL",0.107,0.043,0.15,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,2007
288,2005.665753,2006.745205,"Y","15-49","Other","AL",0.168,0.074,0.242,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,4954
300,1983,1983,"Y","15-49","National survey","AL",0.316,0.456,0.772,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,3113
300,2001.747945,2001.830137,"Y","15-49","National survey","SA",0.459,0.303,0.762,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,4981
312,1976,1976,"Y","15-49","National survey","AL",0.211,0.083,0.294,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,3116
316,2002,2002,"Y","15-49","National survey","SA",0.583,0.083,0.666,NA,"","N","+","None","Y",NA,NA,NA,NA,NA,NA,3117
360,2017,2017,"Y","15-49","National survey","EM",NA,NA,0.553,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7663
360,2018,2018,"Y","15-49","National survey","EM",0.542,0.013,0.555,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,7664
372,1998,1998,"Y","15-49","National survey","SA",0.676,0.094,0.77,NA,"","N","+","None","Y",NA,NA,NA,NA,NA,NA,3139
372,2002,2002,"Y","15-49","National survey","SA",0.66,0.089,0.75,NA,"","N","+","None","Y",NA,NA,NA,NA,NA,NA,3141
426,1991,1992,"Y","15-49","National survey","AL",0.189,0.043,0.232,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2811
430,2016.666667,2016.912568,"Y","15-49","National survey","AL",0.3,0.01,0.31,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,6077
584,1970,1970,"Y","15-49","National survey","AL",0.181,0.046,0.227,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,3253
584,1985.246575,1985.410959,"Y","15-49","National survey","AL",0.194,0.078,0.272,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,3255
474,1976.084699,1976.254098,"Y","15-49","National survey","AL",0.273,0.082,0.355,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,3207
480,1975,1975,"Y","15-49","National survey","EM",0.292,0.164,0.457,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,5141
499,1970,1970,"Y","15-49","National survey","AL",0.07,0.425,0.495,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,3222
500,1984,1984,"Y","15-49","Other","SA",0.522844,0.00263,0.526,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,2746
104,2009.747945,2010.243836,"Y","15-49","MICS","EM",0.458,0.003,0.46,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,5016
528,1977,1977,"Y","15-49","National survey","EM",0.652,0.078,0.73,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5145
554,2014.49589,2015.413699,"Y","15-49","National survey","AL",0.747,0.052,0.799,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,6012
566,1994,1994,"Y","15-49","National survey","AL",0.097,0.023,0.12,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,3244
807,1970,1970,"Y","15-49","Other","AL",0.031,0.401,0.432,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,5180
