"division_numeric_code","start_date","end_date","is_in_union","age_range","data_series_type","group_type_relative_to_baseline","contraceptive_use_modern","contraceptive_use_traditional","contraceptive_use_any","unmet_need_any","geographical_region_bias_reason","has_non_pregnant_and_other_positive_biases","age_group_bias","modern_method_bias","has_absence_of_probing_questions_bias","se_modern","se_traditional","se_unmet_need","se_log_r_modern_no_use","se_log_r_traditional_no_use","se_log_r_unmet_no_need","source_id"
580,1970,1970,"Y","15-49","National survey","AL",0.16,0.043,0.205,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,3251
578,1977.747945,1978.158904,"Y","15-49","National survey","EM",0.652,0.058,0.71,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,5147
578,1998,1998,"Y","15-49","National survey","SA",0.783,0.082,0.865,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,5148
578,2005,2005,"Y","15-49","National survey","SA",0.822,0.063,0.885,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,5149
585,2003,2003,"Y","15-49","National survey","AL",0.297,0.031,0.328,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,3261
620,1997.246575,1997.493151,"Y","15-49","Other","SA",0.704,0.084,0.788,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,4547
630,1968,1968,"Y","15-49","National survey","EM",0.508,0.093,0.601,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5159
630,1974,1974,"Y","15-49","National survey","EM",0.55,0.061,0.61,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5160
630,1976,1976,"Y","15-49","National survey","EM",0.576,0.07,0.646,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5161
630,2002,2002,"Y","15-49","National survey","SA",0.722,0.12,0.841,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,3285
638,1986,1986,"Y","15-49","National survey","AL",NA,NA,0.641,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,2764
638,1997,1997,"Y","15-49","National survey","AL",0.6346,0.031,0.6656,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2879
642,1978.413699,1978.578082,"Y","15-49","Other","EM",0.053,0.528,0.58,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5210
646,1996,1996,"Y","15-49","National survey","AL",0.071,0.066,0.137,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,200
882,1998,1998,"Y","15-49","National survey","AL",0.231525,0.013475,0.245,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,4976
688,1970,1970,"Y","15-49","National survey","AL",0.037,0.48,0.517,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,3298
694,1992.248634,1992.494536,"Y","15-49","National survey","AL",0.024,0.001,0.026,NA,"","N","?","None","Y",NA,NA,NA,NA,NA,NA,4549
703,1991,1991,"Y","15-49","National survey","SA",0.41,0.33,0.74,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,2816
703,1997,1997,"Y","15-49","National survey","AL",0.656,0.142,0.798,NA,"","Y","?","None","Y",NA,NA,NA,NA,NA,NA,4977
705,1970,1970,"Y","15-49","National survey","AL",0.142,0.564,0.706,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,3305
728,2011.246575,2011.410959,"Y","15-49","National survey","AL",0.065,NA,NA,NA,"Excluding Fangak, Khorflus, Pachala and Akobo counties in Jonglei and Abyei county in Warrap","N","None","None","Y",NA,NA,NA,NA,NA,NA,7660
728,2015.084932,2015.493151,"Y","15-49","National survey","AL",0.05,NA,NA,NA,"Excluding Unity state and some counties in Upper Nile","N","None","None","Y",NA,NA,NA,NA,NA,NA,7659
724,2014,2014,"Y","15-49","National survey","AL",0.717,0.01,0.727,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7506
724,2016.489071,2016.527322,"Y","15-49","National survey","AL",0.699,0.01,0.709,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7505
724,2018.484932,2018.547945,"Y","15-49","National survey","AL",0.701,0.021,0.722,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7661
740,1992,1992,"Y","15-49","Other","AL",0.466,0.014,0.48,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,2826
752,1981,1981,"Y","15-49","Other","SA",0.72,0.06,0.78,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,2722
752,1996,1996,"Y","15-49","National survey","SA",0.648,0.104,0.752,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,2868
752,2013.246575,2013.328767,"Y","15-49","National survey","AL",0.691,0.026,0.718,0.065,"","N","None","None","N",NA,NA,NA,NA,NA,NA,9023
752,2017,2017,"Y","15-49","National survey","AL",0.69,0.02,0.711,0.085,"","N","None","None","N",NA,NA,NA,NA,NA,NA,9024
826,1989,1989,"Y","15-49","National survey","AL",NA,NA,0.69,NA,"Excluding Northern Ireland.","N","None","None","Y",NA,NA,NA,NA,NA,NA,5185
826,1991,1991,"Y","15-49","National survey","AL",NA,NA,0.7,NA,"Excluding Northern Ireland.","N","None","None","Y",NA,NA,NA,NA,NA,NA,5186
826,1995.246575,1996.245902,"Y","15-49","National survey","AL",0.69,0.04,0.73,NA,"Excluding Northern Ireland.","N","None","None","Y",NA,NA,NA,NA,NA,NA,6032
826,1997,1998,"Y","15-49","National survey","AL",NA,NA,0.74,NA,"Excluding Northern Ireland.","N","None","None","Y",NA,NA,NA,NA,NA,NA,5187
826,2006,2007,"Y","15-49","National survey","AL",NA,NA,0.76,NA,"Excluding Northern Ireland.","N","None","None","Y",NA,NA,NA,NA,NA,NA,2950
826,2007,2008,"Y","15-49","National survey","AL",NA,NA,0.74,NA,"Excluding Northern Ireland.","N","None","None","Y",NA,NA,NA,NA,NA,NA,2954
840,2011,2013,"Y","15-49","National survey","AL",0.701,0.042,0.741,NA,"","N","?","None","Y",NA,NA,NA,NA,NA,NA,5723
850,2002,2002,"Y","15-49","National survey","AL",0.726,0.058,0.784,NA,"","Y","+","None","N",NA,NA,NA,NA,NA,NA,3352
858,2015.832877,2016.245902,"Y","15-49","National survey","EM",0.7827421963,0.01316508857,0.7959072849,NA,"","N","?","None","Y",NA,NA,NA,NA,NA,NA,7035
548,1995,1995,"Y","15-49","National survey","AL",0.213,0.095,0.308,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,3237
8,2002.580822,2002.99726,"N","15-49","Other","UW",0.01086374134,0.03349191686,0.0443556582,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,1681
8,2005.747945,2005.912329,"N","15-49","MICS","UW",0.01094640807,0.00281410508,0.01376051315,NA,"","N","None","None","N",0.001989092,0.000809536,NA,0.259430376,0.458163419,NA,1906
8,2008.748634,2009.326027,"N","15-49","DHS","UW",0.02554701065,0.04010051494,0.06564752559,0.01181290439,"","N","None","None","N",0.003175151,0.004223536,0.002795077,0.165376421,0.143827605,0.271651625,4483
8,2017.693151,2018.136986,"N","15-49","DHS","UW",0.01068821255,0.05599185659,0.06668006915,0.0333070965,"","N","None","None","N",0.002243486,0.005656551,0.003380197,0.269717084,0.157876687,0.148591814,7474
24,2001.246575,2001.830137,"N","15-49","MICS","UW",0.05285015604,0.01637830081,0.06922845684,NA,"","N","None","None","N",0.00401445,0.003588576,NA,0.097751355,0.242048589,NA,1937
24,2008.393443,2009.493151,"N","15-49","National survey","UW",0.191247572,0.06169768674,0.2529452587,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,4873
24,2015.832877,2016.161202,"N","15-49","DHS","UW",0.1236954242,0.00499534987,0.1286907741,0.1681653107,"","N","None","None","N",0.004703224,0.000546451,0.004000811,0.07757269,0.223347205,0.047200886,5805
32,2013.328767,2013.493151,"N","15-49","National survey","UW",0.4291462274,0.00246353992,0.4316097673,NA,"Data pertain to urban centers with 2,000 or more people.","N","None","None","N",NA,NA,NA,NA,NA,NA,6003
32,2019.747945,2020.245902,"N","15-49","MICS","UW",0.4662051023,0.00778246836,0.4829024662,0.1091621072,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,7574
51,2000.748634,2000.997268,"N","15-49","DHS","UW",0.00485004185,0.00048497907,0.00533502092,NA,"","N","None","None","N",0.001481718,0.000485814,0.000970612,0.306984852,1.002175778,0.579407899,1848
51,2005.665753,2005.99726,"N","15-49","DHS","UW",0.00652621262,0.0019629492,0.00848916182,0.00557196821,"","N","None","None","N",0.002301367,0.001039367,0.002731,0.354922773,0.530470213,0.493383455,1843
51,2010.747945,2010.99726,"N","15-49","DHS","UW",0.00687215826,0.00015994209,0.00703210035,0.00465189941,"","N","None","None","N",0.002134462,0.000160164,0.001873755,0.312741199,1.001530834,0.404742658,5046
51,2015.915068,2016.327869,"N","15-49","DHS","UW",0.00846599462,0.00027767834,0.00874367296,NA,"","N","None","None","N",0.003155231,0.000277223,0.000910982,0.375876143,0.998627145,0.998246073,5806
36,2005.643836,2006.186301,"N","15-49","National survey","UW",0.48046,0.0018,0.48226,NA,"","N","+","None","Y",NA,NA,NA,NA,NA,NA,5603
36,2008.620219,2009.158904,"N","15-49","National survey","UW",0.4411,0.0033,0.4444,NA,"","N","+","None","Y",NA,NA,NA,NA,NA,NA,6026
36,2011.572603,2012.122951,"N","15-49","National survey","UW",0.5169,0.0026,0.5195,NA,"","N","+","None","Y",NA,NA,NA,NA,NA,NA,6002
36,2015.569863,2016.101093,"N","15-49","National survey","UW",0.497,0.0023,0.4993,NA,"","N","+","None","Y",NA,NA,NA,NA,NA,NA,7344
40,2012.724044,2013.4,"N","15-49","Other","UW",0.5736849957,0.01636300368,0.5900479994,NA,"","N","+","+","Y",NA,NA,NA,NA,NA,NA,6025
31,2001.246575,2001.578082,"N","15-49","Other","UW",0.002148295,0.0010741475,0.00322244251,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,1670
52,1980,1981,"N","15-49","Other","UW",0.101296,0.002704,0.104,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,108
52,2012.330601,2012.830601,"N","15-49","MICS","UW",0.2379228703,0.05343573817,0.2913586084,NA,"","N","None","None","Y",0.018276187,0.011079537,0.011196561,0.10177937,0.221236841,0.185288239,4986
112,2005.832877,2005.99726,"N","15-49","MICS","UW",0.2373161992,0.0219689718,0.259285171,NA,"","N","None","None","Y",0.014425686,0.004287998,NA,0.083780392,0.210282015,NA,666
112,2012.237705,2012.5,"N","15-49","MICS","UW",0.3762068003,0.02097524849,0.3971820488,NA,"","N","None","None","Y",0.012873625,0.003918081,0.006029171,0.067280629,0.235780768,0.128930003,4987
112,2017,2017.912329,"N","15-49","Other","UW",0.5269,0.0689,0.5958,NA,"","N","+","+","Y",NA,NA,NA,NA,NA,NA,7498
112,2019.161644,2019.493151,"N","15-49","MICS","UW",0.2304197946,0.00619038026,0.238,0.1753424185,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,7576
56,2008.084699,2010.410959,"N","15-49","Other","PW",0.35,0.002,0.351,NA,"","N","+","+","Y",NA,NA,NA,NA,NA,NA,5427
56,2013,2013.99726,"N","15-49","National survey","UW",0.5532456197,0.00709600562,0.5603424474,NA,"","N","-","None","N",NA,NA,NA,NA,NA,NA,7346
56,2018.580822,2018.99726,"N","15-49","National survey","UW",0.535,0.008,0.543,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7499
84,1991.038356,1991.134247,"N","15-49","Other","UW",0.1095981308,0.00559279039,0.1151909212,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,779
84,2011.446575,2011.591781,"N","15-49","MICS","UW",0.205030154,0.01248687007,0.2175170241,NA,"","N","None","None","Y",0.011589149,0.00287677,0.008861504,0.071252675,0.234167754,0.094311,4988
84,2015.79726,2016.081967,"N","15-49","MICS","UW",0.1474527528,0.01353544543,0.1609881982,0.08233479104,"","N","None","None","N",0.010297323,0.003946502,0.009114838,0.082691671,0.291011517,0.123024144,5761
204,1996.415301,1996.663934,"N","15-49","DHS","UW",0.03124910526,0.148010332,0.1792594372,0.05606395888,"","N","None","None","N",0.00531954,0.014394212,0.006956275,0.183606368,0.11866613,0.139023818,1780
204,2001.580822,2001.912329,"N","15-49","DHS","UW",0.06310989262,0.09405490676,0.1571647994,0.08849325302,"","N","None","None","N",0.006046686,0.00644673,0.006440241,0.125251821,0.088200208,0.093317601,1761
204,2006.580822,2006.912329,"N","15-49","DHS","UW",0.08987825239,0.0869933907,0.1768716431,0.06003300028,"","N","None","None","N",0.003627094,0.003588537,0.002694132,0.064344585,0.064320663,0.074726886,694
204,2011.915068,2012.245902,"N","15-49","DHS","UW",0.114546553,0.05064788398,0.1651944369,0.103943015,"","N","None","None","N",0.005127177,0.003208154,0.00354514,0.065594499,0.11481131,0.05498396,4493
204,2014.328767,2014.328767,"N","15-49","MICS","UW",0.1013353042,0.03370091576,0.13503622,0.1775066295,"","N","None","None","Y",0.006205523,0.003330528,0.007560294,0.076292124,0.128316407,0.058194357,5665
204,2017.846575,2018.158904,"N","15-49","DHS","UW",0.09756975252,0.0208288559,0.1183986084,0.1140771542,"","N","None","None","N",0.004781579,0.001900783,0.004763861,0.065140554,0.139027268,0.057399129,6055
64,2010.246575,2010.643836,"N","15-49","MICS","UW",0.03437670149,0,0.03437670149,NA,"","N","None","None","Y",0.003480536,NA,0.002218898,0.1114431,NA,0.140948536,4989
68,1989.161644,1989.578082,"N","15-49","DHS","UW",0.01036251929,0.01577281058,0.02613532986,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,1768
68,1993.832877,1994.410959,"N","15-49","DHS","UW",0.0226263499,0.03080948807,0.05343583797,0.03351461702,"","N","None","None","N",0.003093036,0.003248409,0.003192798,0.153291117,0.118570769,0.104114692,1769
68,1998.161644,1998.745205,"N","15-49","DHS","UW",0.03662796795,0.02924497253,0.06587294048,0.03009704731,"","N","None","None","N",0.002523813,0.00244224,0.002286255,0.107835863,0.108157423,0.104081041,1766
68,2003.580822,2004.081967,"N","15-49","DHS","UW",0.06950142487,0.03883926432,0.1083406892,0.04880168279,"","N","None","None","N",0.004084153,0.0032466,0.003081791,0.064102959,0.088175753,0.066616684,1844
68,2008.084699,2008.494536,"N","15-49","DHS","UW",0.08082693657,0.04576447012,0.1265914067,0.04443314222,"","N","None","None","N",0.004860134,0.003049977,0.00322894,0.066067067,0.070801898,0.076149685,4492
68,2016.336066,2016.745902,"N","15-49","National survey","UW",0.1230478644,0.02842385642,0.1514717208,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7485
70,2006.367123,2006.520548,"N","15-49","MICS","UW",0.05539778229,0.02015982455,0.07555760685,NA,"","N","None","None","Y",0.009159463,0.005838607,NA,0.177086539,0.297221051,NA,2296
70,2011.832877,2012.245902,"N","15-49","MICS","UW",0.1215954623,0.02691400129,0.1485094636,NA,"","N","None","None","N",0.011187728,0.003788766,0.007434722,0.114153973,0.272702026,0.135267942,4990
72,1984.163934,1984.497268,"N","15-49","Other","UW",0.0597496038,0.007,0.067,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,826
72,1988.581967,1988.997268,"N","15-49","DHS","UW",0.2729473684,0.00286315789,0.2758105263,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,1803
72,1996,1996,"N","15-49","National survey","UW",0.3721153366,0.00987422875,0.383159922,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,113
76,1986.328767,1986.663014,"N","15-49","DHS","UW",0.0973188505,0.01770169886,0.1150205494,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,1869
76,1996.163934,1996.494536,"N","15-49","DHS","UW",0.2195553422,0.01209145597,0.2316467982,0.0498923249,"","N","None","None","N",0.006834112,0.001553659,0.00348735,0.043038143,0.142030721,0.076690782,1868
76,2006.832877,2007.408219,"N","15-49","National survey","UW",0.4392017544,0.00990601504,0.4491077694,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2952
76,2013,2013,"N","15-49","National survey","UW",0.49313781,0.00661566516,0.4997534751,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,6006
100,1995,1995,"N","15-49","National survey","UW",0.299,0.2,0.499,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,2851
854,1992.915301,1993.243836,"N","15-49","DHS","UW",0.03199941488,0.03200646892,0.0640058838,0.01994148484,"","N","None","None","N",0.004921276,0.005158707,0.005170033,0.172218958,0.168408914,0.267290495,1776
854,1998.832877,1999.243836,"N","15-49","DHS","UW",0.09934432592,0.02561086202,0.1249551879,0.06042428808,"","N","None","None","N",0.008133415,0.003698678,0.00664281,0.103526686,0.169994217,0.120155762,1777
854,2003.413699,2003.912329,"N","15-49","DHS","UW",0.1341921119,0.01137711277,0.1455692246,0.04678307413,"","N","None","None","N",0.00732498,0.000601489,0.002090239,0.101962678,0.200338245,0.109246003,1787
854,2006.238356,2006.449315,"N","15-49","MICS","UW",0.1196555768,0.01095799669,0.1306135735,NA,"","N","None","None","Y",0.009906308,0.002784202,NA,0.118066186,0.389613896,NA,136
854,2010.328767,2011.082192,"N","15-49","DHS","UW",0.113518713,0.00476703234,0.1182857453,0.04746714842,"","N","None","None","N",0.004376399,0.000314711,0.001192945,0.076488662,0.334517357,0.102855473,4494
854,2014.832877,2014.99726,"N","15-49","PMA","UW",0.06646006279,0,0.06775276131,0.06294334326,"","N","None","None","Y",0.012532052,NA,0.012810145,0.215180486,NA,0.317148514,5993
854,2015.328767,2015.493151,"N","15-49","PMA","UW",0.1353929137,0.01473766086,0.1509600506,0.07817686349,"","N","None","None","N",0.019042752,0.005093567,0.019043206,0.163009355,0.352538416,0.261546795,5764
854,2016.163934,2016.412568,"N","15-49","PMA","UW",0.135017914,0.01216659015,0.1482755477,0.08605215598,"","N","None","None","N",0.019482275,0.003862041,0.012602883,0.167588981,0.369008552,0.167941606,6107
854,2016.833333,2017.082192,"N","15-49","PMA","UW",0.1371006872,0.01095896954,0.1491625884,0.1058459613,"","N","None","None","N",0.011771891,0.003314374,0.01156529,0.127660912,0.319618944,0.148099839,7483
854,2018.915068,2019.082192,"N","15-49","PMA","UW",0.175428774,0.01609321991,0.1951743592,0.07432534259,"","N","None","None","N",0.016000326,0.003264539,0.012480048,0.1132275,0.258922725,0.197074643,7719
854,2019.915068,2020.15847,"N","15-49","PMA","UW",0.1700121098,0.0156729716,0.186918582,0.05851816691,"","N","None","None","N",0.012750586,0.003047304,0.009158777,0.100258157,0.248218425,0.18587234,9010
854,2020.915301,2021.243836,"N","15-49","PMA","UW",0.2082997709,0.02408413945,0.2342819134,0.04815459739,"","N","None","None","N",NA,NA,NA,NA,NA,NA,9097
108,1987.161644,1987.578082,"N","15-49","DHS","UW",0.00604211451,0.01019651835,0.01623863286,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,1716
108,2000.29235,2000.385246,"N","15-49","MICS","UW",0.01981633639,0.00579990333,0.02561623973,NA,"","N","None","None","Y",0.003635868,0.001637815,NA,0.18726589,0.284205761,NA,1905
108,2002,2002,"N","15-49","National survey","UW",0.037856,0.032144,0.07,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2919
108,2005.715068,2005.99726,"N","15-49","MICS","UW",0.00851618341,0.00069056634,0.00920674976,NA,"","N","None","None","Y",0.001687917,0.000435749,NA,0.203587105,0.631737572,NA,148
108,2010.580822,2011.082192,"N","15-49","DHS","UW",0.01807064725,0.00038963568,0.01846028293,0.03484554566,"","N","None","None","N",0.002208498,0.000223312,0.003227052,0.124512667,0.573833875,0.096033338,4950
108,2016.748634,2017.158904,"N","15-49","DHS","UW",0.03643977832,0.00320850974,0.03964828806,0.03275745336,"","N","None","None","N",0.002505892,0.001101775,0.002547443,0.071371869,0.344515078,0.080731065,6056
132,1998.161644,1998.663014,"N","15-49","DHS","UW",0.1925220516,0.0138709572,0.2063930088,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,155
132,2005.49589,2005.99726,"N","15-49","DHS","UW",0.3057606466,0.00948678893,0.3152474355,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2942
116,1998.328767,1998.578082,"N","15-49","National survey","UW",0.00200896087,0.00031095932,0.00231992019,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,172
116,2000.084699,2000.579235,"N","15-49","DHS","UW",0.00293926798,8.164551e-05,0.00302091349,NA,"","N","None","None","N",0.000977282,8.18e-05,0.001080977,0.333471454,1.001398469,0.194344218,1825
116,2005.665753,2006.243836,"N","15-49","DHS","UW",0.00319887676,0.00015678177,0.00335565854,0.00403200248,"","N","None","None","N",0.000866252,0.000156735,0.00099407,0.271665813,0.99984665,0.247486064,1812
116,2010.49589,2011.082192,"N","15-49","DHS","UW",0.00254012304,0.00026823302,0.00280835605,0.00368398611,"","N","None","None","N",0.00064408,0.000232186,0.000933662,0.254210387,0.865850695,0.254508482,4951
116,2014.413699,2014.99726,"N","15-49","DHS","UW",0.01050796643,0.00224333929,0.01275130572,0.00319766868,"","N","None","None","N",0.001518833,0.000859967,0.000816951,0.162019863,0.384074155,0.256264633,5566
120,1991.246575,1991.745205,"N","15-49","DHS","UW",0.03997013413,0.2628965961,0.3028667302,0.03726510785,"","N","None","None","N",0.005440248,0.017676978,0.005920204,0.149234657,0.094257524,0.168442087,1798
120,1998.084932,1998.493151,"N","15-49","DHS","UW",0.09857512817,0.2350781265,0.3336532547,0.0786112345,"","N","None","None","N",0.007107224,0.013199688,0.007103332,0.095475539,0.083349424,0.101556478,1674
120,2004.084699,2004.663934,"N","15-49","DHS","UW",0.1589311959,0.1036817054,0.2626129013,0.05331000089,"","N","None","None","N",0.004971836,0.002897994,0.0017509,0.063060362,0.070122075,0.080924278,1786
120,2006.331507,2006.465753,"N","15-49","MICS","UW",0.2931484418,0.07163233226,0.3647807741,NA,"","N","None","None","Y",0.010575373,0.004131538,NA,0.057410316,0.074785659,NA,2312
120,2011,2011.663014,"N","15-49","DHS","UW",0.1915733292,0.0510648503,0.2426381795,0.07091914057,"","N","None","None","N",0.004672139,0.001687202,0.002380453,0.047562653,0.076196444,0.067152485,4686
120,2014,2014,"N","15-49","MICS","UW",0.3091268841,0.1407454675,0.4498723517,0.07058243122,"","N","None","None","Y",0.00986165,0.008243222,0.004743007,0.04979287,0.074495077,0.077766631,5641
120,2018.413699,2018.99726,"N","15-49","DHS","UW",0.1749044032,0.02276155686,0.19766596,0.09691673065,"","N","None","None","N",0.007198852,0.002816753,0.004771369,0.050854265,0.129111187,0.053966141,7684
124,1984,1984,"N","15-49","National survey","UW",0.5891793809,0.0188850876,0.6080644685,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,2740
124,1998,1998,"N","15-49","Other","UW",NA,NA,0.66,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,4962
140,1994.665753,1995.243836,"N","15-49","DHS","UW",0.04002171901,0.08496583985,0.1249875589,0.08541731196,"","N","None","None","N",0.004695562,0.008801796,0.006759484,0.124908237,0.114619905,0.089464128,1732
140,2010.471233,2011.016438,"N","15-49","MICS","UW",0.05902869846,0.02768107066,0.08670976912,NA,"","N","None","None","Y",0.003679957,0.002391808,0.004672781,0.198472759,0.22767088,0.108208751,4991
